published,directory,view,version,entry_id,text_ocr,ner_xml,persons,activity,act_new,location,cardinality,nb_activities,nb_persons,nb_loc,nb_card,overall_score,geometry
1852,Didot_1852a,204,v2:2022-06-20,8449684,"Galerie des plans et reliefs, aux Invalides.","<ACT>Galerie des plans et reliefs</ACT>, <LOC>aux Invalides</LOC>.",NA,Galerie des plans et reliefs,Galerie des plans et reliefs,aux Invalides,NA,1,0,1,0,"NA",POINT EMPTY
1852,Didot_1852a,248,v2:2022-06-20,8451224,"Jomard, O. (de l'Institut), conservateur
des cartes à la Bibliothèque nationale, Nve-
des-Petits-Champs, 14.","<PER>Jomard</PER><TITRE>, O. (de l</TITRE><ACT>'</ACT><TITRE>Institut</TITRE><ACT>), conservateur des cartes à la Bibliothèque nationale</ACT>, <LOC>Nve- des-Petits-Champs</LOC>, <CARDINAL>14</CARDINAL>.",Jomard,"c(""'"", ""), conservateur des cartes à la Bibliothèque nationale"")","c(""'"", ""), conservateur des cartes a la Bibliotheque nationale"")",Nve- des-Petits-Champs,14,2,1,1,1,"NA",POINT EMPTY
1887,DidotBottin_1887a,625,v2:2022-06-20,8456838,"Montgascon (baron J. d'Acher de), ministre-
planipotentiatre, place St-François-Xavier","<PER>Montgascon (baron J. d'Acher de),</PER> <ACT>ministre- planipotentiatre</ACT>, <LOC>place St-François-Xavier</LOC>","Montgascon (baron J. d'Acher de),",ministre- planipotentiatre,ministre- planipotentiatre,place St-François-Xavier,NA,1,1,1,0,"NA",POINT EMPTY
1839,Cambon_almgene_1839,366,v2:2022-06-20,8459677,"Salarnier, plan. c. Lamoignon, 27.","<PER>Salarnier</PER>, <ACT>plan.</ACT> <LOC>c. Lamoignon</LOC>, <CARDINAL>27</CARDINAL>.",Salarnier,plan.,plan.,c. Lamoignon,27,1,1,1,1,0.36936,POINT (651879.8 6862012)
1845,Didot_1845a,504,v2:2022-06-20,8461018,"de cartes géographiques, q. Voltaire, 21 bis.
Kahn, fab. de bretelles, Montmorency, 41.","<ACT>de cartes géographiques</ACT>, <LOC>q. Voltaire</LOC>, <CARDINAL>21 bis</CARDINAL>. <PER>Kahn</PER><ACT>, fab. de bretelles</ACT>, <LOC>Montmorency</LOC>, <CARDINAL>41</CARDINAL>.",Kahn,"c(""de cartes géographiques"", "", fab. de bretelles"")","c(""de cartes geographiques"", "", fab. de bretelles"")","c(""q. Voltaire"", ""Montmorency"")","c(""21 bis"", ""41"")",2,1,2,2,"NA, 0.86",POINT (652574.5 6862793)
1859,DidotBottin_1859a,193,v2:2022-06-20,8462934,"Desjardins Constant), cartes géographiques
Bourbon-le Châtean, 6","<PER>Desjardins Constant),</PER> <ACT>cartes géographiques</ACT> <LOC>Bourbon-le Châtean</LOC>, <CARDINAL>6</CARDINAL>","Desjardins Constant),",cartes géographiques,cartes geographiques,Bourbon-le Châtean,6,1,1,1,1,"NA",POINT EMPTY
1897,DidotBottin_1897a,627,v2:2022-06-20,8463563,"0.
Hansen (J.), cartes-géographiques r. Laro-
lé","0. <PER>Hansen (J.),</PER> <ACT>cartes-géographiques</ACT> <LOC>r. Laro- lé</LOC>","Hansen (J.),",cartes-géographiques,cartes-geographiques,r. Laro- lé,NA,1,1,1,0,"NA",POINT EMPTY
1877,DidotBottin_1877,180,v2:2022-06-20,8466413,"Boyer, colleur de cartes geographiques, Pierre
—
ŠárrazH,","<PER>Boyer</PER><ACT>, colleur de cartes geographiques</ACT>, <LOC>Pierre — Šár</LOC>ra<LOC>z</LOC>H,",Boyer,", colleur de cartes geographiques",", colleur de cartes geographiques","c(""Pierre — Šár"", ""z"")",NA,1,1,2,0,0.2622,POINT (651404.8 6862637)
1878,DidotBottin_1878,474,v2:2022-06-20,8470879,"Milot jeune, fabr, de cartons et cartes en
feuilles à la mécanique, Petit, 67 et 74.","<PER>Milot jeune</PER><ACT>, fabr, de cartons et cartes en feuilles à la mécanique</ACT><LOC>, Petit</LOC>, <CARDINAL>67</CARDINAL> et <CARDINAL>74</CARDINAL>.",Milot jeune,", fabr, de cartons et cartes en feuilles à la mécanique",", fabr, de cartons et cartes en feuilles a la mecanique",", Petit","c(""67"", ""74"")",1,1,1,2,0.6853,POINT (650936.6 6863327)
1842,Didot_1842a,294,v2:2022-06-20,8471163,"Dumortier, grav. de cartes géographiques,
Maçons, 9.","<PER>Dumortier</PER><ACT>, grav. de cartes géographiques</ACT>, <LOC>Maçons</LOC>, <CARDINAL>9</CARDINAL>.",Dumortier,", grav. de cartes géographiques",", grav. de cartes geographiques",Maçons,9,1,1,1,1,0.441,POINT (651775.4 6861263)
1854,Didot_1854a,456,v2:2022-06-20,8479086,"Toutain, carton-pâte et cartes en feuilles,
Bourg-l'Abbé, 34.—","<PER>Toutain</PER><ACT>, carton-pâte et cartes en feuilles</ACT><LOC>, Bourg-l'Abbé</LOC>, <CARDINAL>34</CARDINAL>.—",Toutain,", carton-pâte et cartes en feuilles",", carton-pate et cartes en feuilles",", Bourg-l'Abbé",34,1,1,1,1,"NA",POINT EMPTY
1842,Bottin2_1842a,123,v2:2022-06-20,8480038,"(Ve), femme Hauduc, papet., fab. de cartes à
Delatre
jouer, Ste-Anne, 57.","<PER>(Ve), femme Hauduc</PER><ACT>, papet., fab. de cartes à Delatre jouer</ACT>, <LOC>Ste-Anne</LOC>, <CARDINAL>57</CARDINAL>.","(Ve), femme Hauduc",", papet., fab. de cartes à Delatre jouer",", papet., fab. de cartes a Delatre jouer",Ste-Anne,57,1,1,1,1,0,POINT EMPTY
1897,DidotBottin_1897a,431,v2:2022-06-20,8486572,"Challamel ainé NC., libraire-éditeur et com-
missionnaire, librairie maritime et colo-
niale, cartes marines et géographiques, r.
Jacob, 17. TĚLÉPH.","<PER>Challamel ainé</PER> <TITRE>NC</TITRE>.<ACT>, libraire-éditeur et com- missionnaire, librairie maritime et colo- niale, cartes marines et géographiques</ACT>, <LOC>r. Jacob</LOC>, <CARDINAL>17</CARDINAL>. TĚLÉPH.",Challamel ainé,", libraire-éditeur et com- missionnaire, librairie maritime et colo- niale, cartes marines et géographiques",", libraire-editeur et com- missionnaire, librairie maritime et colo- niale, cartes marines et geographiques",r. Jacob,17,1,1,1,1,"NA",POINT EMPTY
1883,DidotBottin_1883a,367,v2:2022-06-20,8488686,"Fournié (E.), cartes en feuitles à façon et
fabr. de livret pour batteurs d'or, cité Pli-
chon, 8.","<PER>Fournié (E.),</PER> <ACT>cartes en feuitles à façon et fabr. de livret pour batteurs d'or</ACT>, <LOC>cité Pli- chon</LOC>, <CARDINAL>8</CARDINAL>.","Fournié (E.),",cartes en feuitles à façon et fabr. de livret pour batteurs d'or,cartes en feuitles a facon et fabr. de livret pour batteurs d'or,cité Pli- chon,8,1,1,1,1,"NA",POINT EMPTY
1893,DidotBottin_1893a,577,v2:2022-06-20,8489259,"Fier (F.), cartes système à ruban, Aumaire,","<PER>Fier (F.),</PER> <ACT>cartes système à ruban</ACT>, <LOC>Aumaire</LOC>,","Fier (F.),",cartes système à ruban,cartes systeme a ruban,Aumaire,NA,1,1,1,0,0.72,POINT (652676.5 6862961)
1854,Didot_1854a,225,v2:2022-06-20,8490139,"Fatout-Leclère, estampes et cartes géogra-
phiques, boul. Poissonnière, 19.","<PER>Fatout-Leclère</PER><ACT>, estampes et cartes géogra- phiques</ACT>, <LOC>boul. Poissonnière</LOC>, <CARDINAL>19</CARDINAL>.",Fatout-Leclère,", estampes et cartes géogra- phiques",", estampes et cartes geogra- phiques",boul. Poissonnière,19,1,1,1,1,"NA",POINT EMPTY
1900,DidotBottin_1900a,569,v2:2022-06-20,8492232,"Dubois, fabr. de cartes à boutons, Faub.-du-
Temple, 85.","<PER>Dubois</PER><ACT>, fabr. de cartes à boutons</ACT>, <LOC>Faub.-du- Temple</LOC>, <CARDINAL>85</CARDINAL>.",Dubois,", fabr. de cartes à boutons",", fabr. de cartes a boutons",Faub.-du- Temple,85,1,1,1,1,0.787152,POINT (653953.6 6863565)
1896,DidotBottin_1896a,607,v2:2022-06-20,8497511,"Mabyre (M�s), cartes geograpluques. r. des
Pě
sninis-","<PER>Mabyre (M�s),</PER> <ACT>cartes geograpluques</ACT>. <LOC>r. des Pě snin</LOC>is-","Mabyre (M�s),",cartes geograpluques,cartes geograpluques,r. des Pě snin,NA,1,1,1,0,"NA",POINT EMPTY
1852,Didot_1852a,361,v2:2022-06-20,8502135,"Regnard, orfevre en nécessaires, Chapon, 13.
Regnard, plans et reliefs bois, Temple, 200.","<PER>Regnard</PER><ACT>, orfevre en nécessaires</ACT>, <LOC>Chapon</LOC>, <CARDINAL>13</CARDINAL>. <PER>Regnard</PER><ACT>, plans et reliefs bois</ACT><LOC>, Temple</LOC>, <CARDINAL>200</CARDINAL>.","c(""Regnard"", ""Regnard"")","c("", orfevre en nécessaires"", "", plans et reliefs bois"")","c("", orfevre en necessaires"", "", plans et reliefs bois"")","c(""Chapon"", "", Temple"")","c(""13"", ""200"")",2,2,2,2,"1, 0.6992","MULTIPOINT ((652782.3 6862770), (654265.7 6863720))"
1876,DidotBottin_1876,202,v2:2022-06-20,8508269,"Charmois, bibliothécaire au dépôt général
des carles el plans de la marine et des co-
lonies, Université, 13.","<PER>Charmois</PER><ACT>, bibliothécaire au dépôt général des carles el plans de la marine et des co- lonies</ACT><LOC>, Université</LOC>, <CARDINAL>13</CARDINAL>.",Charmois,", bibliothécaire au dépôt général des carles el plans de la marine et des co- lonies",", bibliothecaire au depot general des carles el plans de la marine et des co- lonies",", Université",13,1,1,1,1,0.817,POINT (650825.1 6862093)
1898,DidotBottin_1898a,506,v2:2022-06-20,8514405,"Dubois, fabr. de cartes à boutons, Faub.-du-
Temple, 85.","<PER>Dubois</PER><ACT>, fabr. de cartes à boutons</ACT>, <LOC>Faub.-du- Temple</LOC>, <CARDINAL>85</CARDINAL>.",Dubois,", fabr. de cartes à boutons",", fabr. de cartes a boutons",Faub.-du- Temple,85,1,1,1,1,0.787152,POINT (653953.6 6863565)
1871,DidotBottin_1871,559,v2:2022-06-20,8524053,"Vuillemin, cartes géographiques, Sorbonne,","<PER>Vuillemin</PER><ACT>, cartes géographiques</ACT>, <LOC>Sorbonne</LOC>,",Vuillemin,", cartes géographiques",", cartes geographiques",Sorbonne,NA,1,1,1,0,0.92,POINT (651808.3 6861262)
1878,DidotBottin_1878,479,v2:2022-06-20,8529148,"Moquet (H.) (L. Drapier, success.). carton Cl
cartes en feuilles, Faub.-du-Temple, 54.","<PER>Moquet (H.) (L. Drapier, success.).</PER> <ACT>carton Cl cartes en feuilles</ACT>, <LOC>Faub.-du-Temple</LOC>, <CARDINAL>54</CARDINAL>.","Moquet (H.) (L. Drapier, success.).",carton Cl cartes en feuilles,carton Cl cartes en feuilles,Faub.-du-Temple,54,1,1,1,1,0.787152,POINT (653819.4 6863485)
1850,Didot_1850a,214,v2:2022-06-20,8533141,"Galerie des plans et reliefs, aux Invalides.","<ACT>Galerie des plans et reliefs</ACT>, <LOC>aux Invalides</LOC>.",NA,Galerie des plans et reliefs,Galerie des plans et reliefs,aux Invalides,NA,1,0,1,0,"NA",POINT EMPTY
1878,DidotBottin_1878,216,v2:2022-06-20,8534999,"Charmois, bibliothécaire au dépôt général
des cartes et plans de la marine et des oo-
tonics, Université, 13.","<PER>Charmois</PER><ACT>, bibliothécaire au dépôt général des cartes et plans de la marine et des oo- tonics</ACT>, <LOC>Université</LOC>, <CARDINAL>13</CARDINAL>.",Charmois,", bibliothécaire au dépôt général des cartes et plans de la marine et des oo- tonics",", bibliothecaire au depot general des cartes et plans de la marine et des oo- tonics",Université,13,1,1,1,1,0.817,POINT (650825.1 6862093)
1833,Bottin1_1833,92,v2:2022-06-20,8537230,"Clerin et fils, papet., f. cartes, pap. de coul., imp.
lithogr., Bertin-Poirée, 7.","<PER>Clerin et fils</PER><ACT>, papet., f. cartes, pap. de coul., imp. lithogr.</ACT>, <LOC>Bertin-Poirée</LOC>, <CARDINAL>7</CARDINAL>.",Clerin et fils,", papet., f. cartes, pap. de coul., imp. lithogr.",", papet., f. cartes, pap. de coul., imp. lithogr.",Bertin-Poirée,7,1,1,1,1,"NA",POINT EMPTY
1855,Didot_1855a,384,v2:2022-06-20,8539150,"Robert-Mercier et Cie, fab. de papiers de fan-
taisië et cartes en feuilles,St-Martin, 323.","<PER>Robert-Mercier et Cie</PER><ACT>, fab. de papiers de fan- taisië et cartes en feuilles</ACT>,<LOC>St-Martin</LOC>, <CARDINAL>323</CARDINAL>.",Robert-Mercier et Cie,", fab. de papiers de fan- taisië et cartes en feuilles",", fab. de papiers de fan- taisie et cartes en feuilles",St-Martin,323,1,1,1,1,0.153824,POINT (-6227008 6403708)
1855,Didot_1855a,384,v2:2022-06-20,8539257,"Robiquet, éditeur de cartes marines, Pavée-
St-Andre, 2.","<PER>Robiquet</PER><ACT>, éditeur de cartes marines</ACT><LOC>, Pavée- St-Andre</LOC>, <CARDINAL>2</CARDINAL>.",Robiquet,", éditeur de cartes marines",", editeur de cartes marines",", Pavée- St-Andre",2,1,1,1,1,"NA",POINT (648201.7 6865239)
1855,Didot_1855a,174,v2:2022-06-20,8539565,"Delhaye, fab. de cartes en feuilles , Pierre Le-
vee, 13.","<PER>Delhaye</PER>, <ACT>fab. de cartes en feuilles</ACT> <LOC>, Pierre Le- vee</LOC>, <CARDINAL>13</CARDINAL>.",Delhaye,fab. de cartes en feuilles,fab. de cartes en feuilles,", Pierre Le- vee",13,1,1,1,1,"NA",POINT EMPTY
1816,Panckoucke_hab_1816,572,v2:2022-06-20,8547759,"Vallot, ingén. ordin. des ponts-et-chaussées, — dir. du dépôt
profess. à lécole
des cartes et plans à l'administration, —
des ponts-et-chaussées, r. du Jardinet. 8.","<PER>Vallot</PER><ACT>, ingén. ordin. des ponts-et-chaussées, — dir. du dépôt profess. à lécole des cartes et plans à l'administration, — des ponts-et-chaussées</ACT>, <LOC>r. du Jardinet</LOC>. <CARDINAL>8</CARDINAL>.",Vallot,", ingén. ordin. des ponts-et-chaussées, — dir. du dépôt profess. à lécole des cartes et plans à l'administration, — des ponts-et-chaussées",", ingen. ordin. des ponts-et-chaussees, - dir. du depot profess. a lecole des cartes et plans a l'administration, - des ponts-et-chaussees",r. du Jardinet,8,1,1,1,1,"NA",POINT EMPTY
1855,Bottin3_1855a,383,v2:2022-06-20,8544157,"Pellieux, cartes en feuilles, Gravilliers, 60.","<PER>Pellieux</PER>, <ACT>cartes en feuilles</ACT>, <LOC>Gravilliers</LOC>, <CARDINAL>60</CARDINAL>.",Pellieux,cartes en feuilles,cartes en feuilles,Gravilliers,60,1,1,1,1,1,POINT (652708.2 6862885)
1894,DidotBottin_1894a,459,v2:2022-06-20,8549453,"Dupuis, colleur de cartes géographiques,
DÉTTÉ Sarrazi","<PER>Dupuis</PER><ACT>, colleur de cartes géographiques</ACT>, <LOC>DÉTTÉ Sarrazi</LOC>",Dupuis,", colleur de cartes géographiques",", colleur de cartes geographiques",DÉTTÉ Sarrazi,NA,1,1,1,0,"NA",POINT EMPTY
1900,DidotBottin_1900a,349,v2:2022-06-20,8552506,"Aubé, cartes et cuvettes d'échantillons, r.
dAboukiř.
","<PER>Aubé</PER><ACT>, cartes et cuvettes d</ACT>'<ACT>échantillons</ACT>, <LOC>r. dAbouki</LOC>ř. <CARDINAL></CARDINAL>",Aubé,"c("", cartes et cuvettes d"", ""échantillons"")","c("", cartes et cuvettes d"", ""echantillons"")",r. dAbouki,,2,1,1,1,0.2553,POINT (651803.5 6862988)
1893,DidotBottin_1893a,499,v2:2022-06-20,8554218,"Gerbault, cartes en
Feuilles, Chapon, 19.","<PER>Gerbault</PER>, <ACT>cartes en Feuilles</ACT>, <LOC>Chapon</LOC>, <CARDINAL>19</CARDINAL>.",Gerbault,cartes en Feuilles,cartes en Feuilles,Chapon,19,1,1,1,1,1,POINT (652732.7 6862793)
1893,DidotBottin_1893a,499,v2:2022-06-20,8554381,"Germiquet (A.). papiers en gros et manuf-
de cartes, rue du Temple, 48.","<PER>Germiquet (A.).</PER> <ACT>papiers en gros et manuf- de cartes</ACT><LOC>, rue du Temple</LOC>, <CARDINAL>48</CARDINAL>.",Germiquet (A.).,papiers en gros et manuf- de cartes,papiers en gros et manuf- de cartes,", rue du Temple",48,1,1,1,1,"NA",POINT EMPTY
1889,DidotBottin_1889,321,v2:2022-06-20,8558521,"Crombac (Léon) et Cie, papiers et cartes en
gros. Faub.-St-Denis, 83.","<PER>Crombac (Léon) et Cie</PER><ACT>, papiers et cartes en gros</ACT>. <LOC>Faub.-St-Denis</LOC>, <CARDINAL>83</CARDINAL>.",Crombac (Léon) et Cie,", papiers et cartes en gros",", papiers et cartes en gros",Faub.-St-Denis,83,1,1,1,1,"NA",POINT EMPTY
1882,DidotBottin_1882a,293,v2:2022-06-20,8558938,"Dallisson jeune, cartennages, Temple,v118.","<PER>Dallisson jeune</PER>, <ACT>cartennages</ACT>, <LOC>Temple</LOC>,<CARDINAL>v118</CARDINAL>.",Dallisson jeune,cartennages,cartennages,Temple,v118,1,1,1,1,0.8464,POINT (654255.2 6863706)
1891,DidotBottin_1891a,242,v2:2022-06-20,8559077,"Anthoine 1. ingenteur, chef du service de la
carte de France au ministere de l'interieur,
pluce Benuveau.","<PER>Anthoine</PER> 1. <ACT>ingenteur, chef du service de la carte de France au ministere de l'interieur</ACT><LOC>, pluce Benuveau</LOC>.",Anthoine,"ingenteur, chef du service de la carte de France au ministere de l'interieur","ingenteur, chef du service de la carte de France au ministere de l'interieur",", pluce Benuveau",NA,1,1,1,0,"NA",POINT EMPTY
1899,DidotBottin_1899a,757,v2:2022-06-20,8559891,"Monier, fabr. de cartes en feuilles, r. Pier-
re-Levée, 11.","<PER>Monier</PER><ACT>, fabr. de cartes en feuilles</ACT>, <LOC>r. Pier- re-Levée</LOC>, <CARDINAL>11</CARDINAL>.",Monier,", fabr. de cartes en feuilles",", fabr. de cartes en feuilles",r. Pier- re-Levée,11,1,1,1,1,"NA",POINT EMPTY
1883,DidotBottin_1883a,405,v2:2022-06-20,8561449,"Grevin, globes et sphères, Montagne-Ste-Ge-
neviève, 7.","<PER>Grevin</PER><ACT>, globes et sphères</ACT>, <LOC>Montagne-Ste-Ge- neviève</LOC>, <CARDINAL>7</CARDINAL>.",Grevin,", globes et sphères",", globes et spheres",Montagne-Ste-Ge- neviève,7,1,1,1,1,"NA",POINT EMPTY
1835,Panckoucke_hab_Dulac_1835,241,v2:2022-06-20,8564291,"Ducros (mad. veuve), prop., r. de rUmversie. 48.
Ducros (de Sixt), avocat à la cour royale, auteur de 1° Préémi-
nence des lois religieuses sur les lois civiles, on Essai philoso-
phique sur leurs rapports avec la naissance; le mariage et le décès;
— 2° Lecons de Géographie ancienne; — 3° Atlas en français,
avec cartes moettes ou sans cartes muettes, pour senvir anti
lecons de géographie ancienne ; — 4° Lecons élémentaires de
droit sur les actes les plus usuels de la vie civile, précédées de
Leçons élémentaires de droit naturel et de morale, données aux
moniteurs généraux des écoles gratuites d'enseignement mu-
tuel; — 5° Tableau chronolog. de lhist. univers,, représentant
les temps divisés en tranches millénaires: chaque siècle a une","<PER>Ducros (mad. veuve),</PER> <ACT>prop.</ACT>, <LOC>r. de rUmversie</LOC>. <CARDINAL>48</CARDINAL>. <PER>Ducros</PER> <TITRE>(de Sixt),</TITRE> <ACT>avocat à la cour royale, auteur de 1° Préémi- nence des lois religieuses sur les lois civiles, on Essai philoso- phique sur leurs rapports avec la naissance; le mariage et le décès</ACT>; — 2° <ACT>Lecons de Géographie ancienne</ACT>; — 3° <ACT>Atlas en français, avec cartes moettes ou sans cartes muettes, pour senvir anti lecons de géographie ancienne</ACT> ; — 4° <ACT>Lecons élémentaires de droit sur les actes les plus usuels de la vie civile, précédées de Leçons élémentaires de droit naturel et de morale, données aux moniteurs généraux des écoles gratuites d'enseignement mu- tuel</ACT>; — 5° <ACT>Tableau chronolog. de lhist. univers,,</ACT> représentant les temps divisés en tranches millénaires: chaque siècle a une","c(""Ducros (mad. veuve),"", ""Ducros"")","c(""prop."", ""avocat à la cour royale, auteur de 1° Préémi- nence des lois religieuses sur les lois civiles, on Essai philoso- phique sur leurs rapports avec la naissance; le mariage et le décès"", ""Lecons de Géographie ancienne"", ""Atlas en français, avec cartes moettes ou sans cartes muettes, pour senvir anti lecons de géographie ancienne"", ""Lecons élémentaires de droit sur les actes les plus usuels de la vie civile, précédées de Leçons élémentaires de droit naturel et de morale, données aux moniteurs généraux des écoles gratuites d'enseignement mu- tuel"", 
""Tableau chronolog. de lhist. univers,,"")","c(""prop."", ""avocat a la cour royale, auteur de 1° Preemi- nence des lois religieuses sur les lois civiles, on Essai philoso- phique sur leurs rapports avec la naissance; le mariage et le deces"", ""Lecons de Geographie ancienne"", ""Atlas en francais, avec cartes moettes ou sans cartes muettes, pour senvir anti lecons de geographie ancienne"", ""Lecons elementaires de droit sur les actes les plus usuels de la vie civile, precedees de Lecons elementaires de droit naturel et de morale, donnees aux moniteurs generaux des ecoles gratuites d'enseignement mu- tuel"", 
""Tableau chronolog. de lhist. univers,,"")",r. de rUmversie,48,6,2,1,1,"NA",POINT EMPTY
1875,DidotBottin_1875,349,v2:2022-06-20,8568607,"Grosselin (E.) (E. Bertaux successeur), globes
et cartes géographiques, Serpente, 25.","<PER>Grosselin (E.) (E. Bertaux successeur),</PER> <ACT>globes et cartes géographiques</ACT><LOC>, Serpente</LOC>, <CARDINAL>25</CARDINAL>.","Grosselin (E.) (E. Bertaux successeur),",globes et cartes géographiques,globes et cartes geographiques,", Serpente",25,1,1,1,1,1,POINT (651717.4 6861557)
1886,DidotBottin_1886a,581,v2:2022-06-20,8569131,"Malmenayde (K.), fabr. de cartes a jouer, et
cartes en feuilles, Palestro, 15, cour des
Bleus, et St-Denis, 146.","<PER>Malmenayde (K.),</PER> <ACT>fabr. de cartes a jouer, et cartes en feuilles</ACT>, <LOC>Palestro</LOC>, <CARDINAL>15</CARDINAL>, <LOC>cour des Bleus</LOC>, et <LOC>St-Denis</LOC>, <CARDINAL>146</CARDINAL>.","Malmenayde (K.),","fabr. de cartes a jouer, et cartes en feuilles","fabr. de cartes a jouer, et cartes en feuilles","c(""Palestro"", ""cour des Bleus"", ""St-Denis"")","c(""15"", ""146"")",1,1,3,2,"0.93, NA, 0",POINT (652418.7 6863016)
